studentID,firstName,lastName,gender,subject,score,timestamp,middleName
187,Jane,Doe,Female,Physics,3.6,1572678000000,kumar187
188,John,Doe,Male,Maths,3.8,1572678000000,kumar188
189,John,Doe,Male,English,3.5,1572678000000,kumar189
190,John,Doe,Male,History,3.2,1572854400000,kumar190
191,Nick,Young,Female,History,3.6,1572854400000,kumar191
192,Natalie,Jones,Female,Maths,3.8,1571900400000,kumar192
193,Natalie,Jones,Female,History,3.5,1571900400000,kumar193
194,Bob,Lewis,Male,Maths,3.2,1571900400000,kumar194
195,Bob,Lewis,Male,Chemistry,3.6,1572418800000,kumar195
196,Jane,Doe,Female,Geography,3.8,1572505200000,kumar196
197,Jane,Doe,Female,English,3.5,1572505200000,kumar197
198,Jane,Doe,Female,Maths,3.2,1572678000000,kumar198
199,Jane,Doe,Female,Physics,3.6,1572678000000,kumar199
200,John,Doe,Male,Maths,3.8,1572678000000,kumar200
201,John,Doe,Male,English,3.5,1572678000000,kumar201
202,John,Doe,Male,History,3.2,1572854400000,kumar202
203,Nick,Young,Female,History,3.6,1572854400000,kumar203
204,Natalie,Jones,Female,Maths,3.8,1571900400000,kumar204
205,Natalie,Jones,Female,History,3.5,1571900400000,kumar205
206,Bob,Lewis,Male,Maths,3.2,1571900400000,kumar206
207,Bob,Lewis,Male,Chemistry,3.6,1572418800000,kumar207
208,Jane,Doe,Female,Geography,3.8,1572505200000,kumar208
209,Jane,Doe,Female,English,3.5,1572505200000,kumar209
210,Jane,Doe,Female,Maths,3.2,1572678000000,kumar210
211,Jane,Doe,Female,Physics,3.6,1572678000000,kumar211
212,John,Doe,Male,Maths,3.8,1572678000000,kumar212
213,John,Doe,Male,English,3.5,1572678000000,kumar213
214,John,Doe,Male,History,3.2,1572854400000,kumar214
215,Nick,Young,Female,History,3.6,1572854400000,kumar215
216,Natalie,Jones,Female,Maths,3.8,1571900400000,kumar216
217,Natalie,Jones,Female,History,3.5,1571900400000,kumar217
218,Bob,Lewis,Male,Maths,3.2,1571900400000,kumar218
219,Bob,Lewis,Male,Chemistry,3.6,1572418800000,kumar219
220,Jane,Doe,Female,Geography,3.8,1572505200000,kumar220
221,Jane,Doe,Female,English,3.5,1572505200000,kumar221
222,Jane,Doe,Female,Maths,3.2,1572678000000,kumar222
223,Jane,Doe,Female,Physics,3.6,1572678000000,kumar223
224,John,Doe,Male,Maths,3.8,1572678000000,kumar224
225,John,Doe,Male,English,3.5,1572678000000,kumar225
226,John,Doe,Male,History,3.2,1572854400000,kumar226
227,Nick,Young,Female,History,3.6,1572854400000,kumar227
228,Natalie,Jones,Female,Maths,3.8,1571900400000,kumar228
229,Natalie,Jones,Female,History,3.5,1571900400000,kumar229
230,Bob,Lewis,Male,Maths,3.2,1571900400000,kumar230
231,Bob,Lewis,Male,Chemistry,3.6,1572418800000,kumar231
232,Jane,Doe,Female,Geography,3.8,1572505200000,kumar232
233,Jane,Doe,Female,English,3.5,1572505200000,kumar233
234,Jane,Doe,Female,Maths,3.2,1572678000000,kumar234
235,Jane,Doe,Female,Physics,3.6,1572678000000,kumar235
236,John,Doe,Male,Maths,3.8,1572678000000,kumar236
237,John,Doe,Male,English,3.5,1572678000000,kumar237
238,John,Doe,Male,History,3.2,1572854400000,kumar238
239,Nick,Young,Female,History,3.6,1572854400000,kumar239
240,Natalie,Jones,Female,Maths,3.8,1571900400000,kumar240
241,Natalie,Jones,Female,History,3.5,1571900400000,kumar241
242,Bob,Lewis,Male,Maths,3.2,1571900400000,kumar242
243,Bob,Lewis,Male,Chemistry,3.6,1572418800000,kumar243
244,Jane,Doe,Female,Geography,3.8,1572505200000,kumar244
245,Jane,Doe,Female,English,3.5,1572505200000,kumar245
246,Jane,Doe,Female,Maths,3.2,1572678000000,kumar246
247,Jane,Doe,Female,Physics,3.6,1572678000000,kumar247
248,John,Doe,Male,Maths,3.8,1572678000000,kumar248
249,John,Doe,Male,English,3.5,1572678000000,kumar249
250,John,Doe,Male,History,3.2,1572854400000,kumar250
251,Nick,Young,Female,History,3.6,1572854400000,kumar251
252,Natalie,Jones,Female,Maths,3.8,1571900400000,kumar252
253,Natalie,Jones,Female,History,3.5,1571900400000,kumar253
254,Bob,Lewis,Male,Maths,3.2,1571900400000,kumar254
255,Bob,Lewis,Male,Chemistry,3.6,1572418800000,kumar255
256,Jane,Doe,Female,Geography,3.8,1572505200000,kumar256
257,Jane,Doe,Female,English,3.5,1572505200000,kumar257
258,Jane,Doe,Female,Maths,3.2,1572678000000,kumar258
259,Jane,Doe,Female,Physics,3.6,1572678000000,kumar259
260,John,Doe,Male,Maths,3.8,1572678000000,kumar260
261,John,Doe,Male,English,3.5,1572678000000,kumar261
262,John,Doe,Male,History,3.2,1572854400000,kumar262
263,Nick,Young,Female,History,3.6,1572854400000,kumar263
