studentID,firstName,lastName,middleName,gender,subject,score,timestamp
60040,Natalie,Jones,kumar60040,Female,Maths,3.8,1626845178712
60041,Natalie,Jones,kumar60041,Female,Maths,3.8,1626845178712
60042,Natalie,Jones,kumar60042,Female,Maths,3.8,1626845178712
60043,Natalie,Jones,kumar60043,Female,Maths,3.8,1626845178712
60044,Natalie,Jones,kumar60044,Female,Maths,3.8,1626845178712
60045,Natalie,Jones,kumar60045,Female,Maths,3.8,1626845178712
60046,Natalie,Jones,kumar60046,Female,Maths,3.8,1626845178712
60047,Natalie,Jones,kumar60047,Female,Maths,3.8,1626845178712
60048,Natalie,Jones,kumar60048,Female,Maths,3.8,1626845178712
60049,Natalie,Jones,kumar60049,Female,Maths,3.8,1626845178712
60050,Natalie,Jones,kumar60050,Female,Maths,3.8,1626845178712
60051,Natalie,Jones,kumar60051,Female,Maths,3.8,1626845178712
60052,Natalie,Jones,kumar60052,Female,Maths,3.8,1626845178712
60053,Natalie,Jones,kumar60053,Female,Maths,3.8,1626845178712
60054,Natalie,Jones,kumar60054,Female,Maths,3.8,1626845178712
60055,Natalie,Jones,kumar60055,Female,Maths,3.8,1626845178712
60056,Natalie,Jones,kumar60056,Female,Maths,3.8,1626845178712
60057,Natalie,Jones,kumar60057,Female,Maths,3.8,1626845178712
60058,Natalie,Jones,kumar60058,Female,Maths,3.8,1626845178712
60059,Natalie,Jones,kumar60059,Female,Maths,3.8,1626845178712
60060,Natalie,Jones,kumar60060,Female,Maths,3.8,1626845178712
60061,Natalie,Jones,kumar60061,Female,Maths,3.8,1626845178712
60062,Natalie,Jones,kumar60062,Female,Maths,3.8,1626845178712
60063,Natalie,Jones,kumar60063,Female,Maths,3.8,1626845178712
60064,Natalie,Jones,kumar60064,Female,Maths,3.8,1626845178712
60065,Natalie,Jones,kumar60065,Female,Maths,3.8,1626845178712
60066,Natalie,Jones,kumar60066,Female,Maths,3.8,1626845178712
60067,Natalie,Jones,kumar60067,Female,Maths,3.8,1626845178712
60068,Natalie,Jones,kumar60068,Female,Maths,3.8,1626845178712
60069,Natalie,Jones,kumar60069,Female,Maths,3.8,1626845178712
60070,Natalie,Jones,kumar60070,Female,Maths,3.8,1626845178712
60071,Natalie,Jones,kumar60071,Female,Maths,3.8,1626845178712
60072,Natalie,Jones,kumar60072,Female,Maths,3.8,1626845178712
60073,Natalie,Jones,kumar60073,Female,Maths,3.8,1626845178712
60074,Natalie,Jones,kumar60074,Female,Maths,3.8,1626845178712
60075,Natalie,Jones,kumar60075,Female,Maths,3.8,1626845178712
60076,Natalie,Jones,kumar60076,Female,Maths,3.8,1626845178712
60077,Natalie,Jones,kumar60077,Female,Maths,3.8,1626845178712
60078,Natalie,Jones,kumar60078,Female,Maths,3.8,1626845178712
60079,Natalie,Jones,kumar60079,Female,Maths,3.8,1626845178712
60080,Natalie,Jones,kumar60080,Female,Maths,3.8,1626845178712
60081,Natalie,Jones,kumar60081,Female,Maths,3.8,1626845178712
60082,Natalie,Jones,kumar60082,Female,Maths,3.8,1626845178712
60083,Natalie,Jones,kumar60083,Female,Maths,3.8,1626845178712
60084,Natalie,Jones,kumar60084,Female,Maths,3.8,1626845178712
60085,Natalie,Jones,kumar60085,Female,Maths,3.8,1626845178712
60086,Natalie,Jones,kumar60086,Female,Maths,3.8,1626845178712
60087,Natalie,Jones,kumar60087,Female,Maths,3.8,1626845178712
60088,Natalie,Jones,kumar60088,Female,Maths,3.8,1626845178712
60089,Natalie,Jones,kumar60089,Female,Maths,3.8,1626845178712
60090,Natalie,Jones,kumar60090,Female,Maths,3.8,1626845178712
60091,Natalie,Jones,kumar60091,Female,Maths,3.8,1626845178712
60092,Natalie,Jones,kumar60092,Female,Maths,3.8,1626845178712
60093,Natalie,Jones,kumar60093,Female,Maths,3.8,1626845178712
60094,Natalie,Jones,kumar60094,Female,Maths,3.8,1626845178712
60095,Natalie,Jones,kumar60095,Female,Maths,3.8,1626845178712
60096,Natalie,Jones,kumar60096,Female,Maths,3.8,1626845178712
60097,Natalie,Jones,kumar60097,Female,Maths,3.8,1626845178712
60098,Natalie,Jones,kumar60098,Female,Maths,3.8,1626845178712
60099,Natalie,Jones,kumar60099,Female,Maths,3.8,1626845178712
60100,Natalie,Jones,kumar60100,Female,Maths,3.8,1626845178712
60101,Natalie,Jones,kumar60101,Female,Maths,3.8,1626845178712
60102,Natalie,Jones,kumar60102,Female,Maths,3.8,1626845178712
60103,Natalie,Jones,kumar60103,Female,Maths,3.8,1626845178712
60104,Natalie,Jones,kumar60104,Female,Maths,3.8,1626845178712
60105,Natalie,Jones,kumar60105,Female,Maths,3.8,1626845178712
60106,Natalie,Jones,kumar60106,Female,Maths,3.8,1626845178712
60107,Natalie,Jones,kumar60107,Female,Maths,3.8,1626845178712
60108,Natalie,Jones,kumar60108,Female,Maths,3.8,1626845178712
60109,Natalie,Jones,kumar60109,Female,Maths,3.8,1626845178712
60110,Natalie,Jones,kumar60110,Female,Maths,3.8,1626845178712
60111,Natalie,Jones,kumar60111,Female,Maths,3.8,1626845178712
60112,Natalie,Jones,kumar60112,Female,Maths,3.8,1626845178712
60113,Natalie,Jones,kumar60113,Female,Maths,3.8,1626845178712
60114,Natalie,Jones,kumar60114,Female,Maths,3.8,1626845178712
60115,Natalie,Jones,kumar60115,Female,Maths,3.8,1626845178712
60116,Natalie,Jones,kumar60116,Female,Maths,3.8,1626845178712
60117,Natalie,Jones,kumar60117,Female,Maths,3.8,1626845178712
60118,Natalie,Jones,kumar60118,Female,Maths,3.8,1626845178712
60119,Natalie,Jones,kumar60119,Female,Maths,3.8,1626845178712
60120,Natalie,Jones,kumar60120,Female,Maths,3.8,1626845178712
60121,Natalie,Jones,kumar60121,Female,Maths,3.8,1626845178712
60122,Natalie,Jones,kumar60122,Female,Maths,3.8,1626845178712
60123,Natalie,Jones,kumar60123,Female,Maths,3.8,1626845178712
60124,Natalie,Jones,kumar60124,Female,Maths,3.8,1626845178712
60125,Natalie,Jones,kumar60125,Female,Maths,3.8,1626845178712
60126,Natalie,Jones,kumar60126,Female,Maths,3.8,1626845178712
60127,Natalie,Jones,kumar60127,Female,Maths,3.8,1626845178712
60128,Natalie,Jones,kumar60128,Female,Maths,3.8,1626845178712
60129,Natalie,Jones,kumar60129,Female,Maths,3.8,1626845178712
60130,Natalie,Jones,kumar60130,Female,Maths,3.8,1626845178712
60131,Natalie,Jones,kumar60131,Female,Maths,3.8,1626845178712
60132,Natalie,Jones,kumar60132,Female,Maths,3.8,1626845178712
60133,Natalie,Jones,kumar60133,Female,Maths,3.8,1626845178712
60134,Natalie,Jones,kumar60134,Female,Maths,3.8,1626845178712
60135,Natalie,Jones,kumar60135,Female,Maths,3.8,1626845178712
60136,Natalie,Jones,kumar60136,Female,Maths,3.8,1626845178712
60137,Natalie,Jones,kumar60137,Female,Maths,3.8,1626845178712
60138,Natalie,Jones,kumar60138,Female,Maths,3.8,1626845178712
60139,Natalie,Jones,kumar60139,Female,Maths,3.8,1626845178712
60140,Natalie,Jones,kumar60140,Female,Maths,3.8,1626845178712
60141,Natalie,Jones,kumar60141,Female,Maths,3.8,1626845178712
60142,Natalie,Jones,kumar60142,Female,Maths,3.8,1626845178712
60143,Natalie,Jones,kumar60143,Female,Maths,3.8,1626845178712
60144,Natalie,Jones,kumar60144,Female,Maths,3.8,1626845178712
60145,Natalie,Jones,kumar60145,Female,Maths,3.8,1626845178712
60146,Natalie,Jones,kumar60146,Female,Maths,3.8,1626845178712
60147,Natalie,Jones,kumar60147,Female,Maths,3.8,1626845178712
60148,Natalie,Jones,kumar60148,Female,Maths,3.8,1626845178712
60149,Natalie,Jones,kumar60149,Female,Maths,3.8,1626845178712
60150,Natalie,Jones,kumar60150,Female,Maths,3.8,1626845178712
60151,Natalie,Jones,kumar60151,Female,Maths,3.8,1626845178712
60152,Natalie,Jones,kumar60152,Female,Maths,3.8,1626845178712
60153,Natalie,Jones,kumar60153,Female,Maths,3.8,1626845178712
60154,Natalie,Jones,kumar60154,Female,Maths,3.8,1626845178712
60155,Natalie,Jones,kumar60155,Female,Maths,3.8,1626845178712
60156,Natalie,Jones,kumar60156,Female,Maths,3.8,1626845178712
60157,Natalie,Jones,kumar60157,Female,Maths,3.8,1626845178712
60158,Natalie,Jones,kumar60158,Female,Maths,3.8,1626845178712
60159,Natalie,Jones,kumar60159,Female,Maths,3.8,1626845178712
60160,Natalie,Jones,kumar60160,Female,Maths,3.8,1626845178712
60161,Natalie,Jones,kumar60161,Female,Maths,3.8,1626845178712
60162,Natalie,Jones,kumar60162,Female,Maths,3.8,1626845178712
60163,Natalie,Jones,kumar60163,Female,Maths,3.8,1626845178712
60164,Natalie,Jones,kumar60164,Female,Maths,3.8,1626845178712
60165,Natalie,Jones,kumar60165,Female,Maths,3.8,1626845178712
60166,Natalie,Jones,kumar60166,Female,Maths,3.8,1626845178712
60167,Natalie,Jones,kumar60167,Female,Maths,3.8,1626845178712
60168,Natalie,Jones,kumar60168,Female,Maths,3.8,1626845178712
60169,Natalie,Jones,kumar60169,Female,Maths,3.8,1626845178712
60170,Natalie,Jones,kumar60170,Female,Maths,3.8,1626845178712
60171,Natalie,Jones,kumar60171,Female,Maths,3.8,1626845178712
60172,Natalie,Jones,kumar60172,Female,Maths,3.8,1626845178712
60173,Natalie,Jones,kumar60173,Female,Maths,3.8,1626845178712
60174,Natalie,Jones,kumar60174,Female,Maths,3.8,1626845178712
60175,Natalie,Jones,kumar60175,Female,Maths,3.8,1626845178712
60176,Natalie,Jones,kumar60176,Female,Maths,3.8,1626845178712
60177,Natalie,Jones,kumar60177,Female,Maths,3.8,1626845178712
60178,Natalie,Jones,kumar60178,Female,Maths,3.8,1626845178712
60179,Natalie,Jones,kumar60179,Female,Maths,3.8,1626845178712
60180,Natalie,Jones,kumar60180,Female,Maths,3.8,1626845178712
60181,Natalie,Jones,kumar60181,Female,Maths,3.8,1626845178712
60182,Natalie,Jones,kumar60182,Female,Maths,3.8,1626845178712
60183,Natalie,Jones,kumar60183,Female,Maths,3.8,1626845178712
60184,Natalie,Jones,kumar60184,Female,Maths,3.8,1626845178712
60185,Natalie,Jones,kumar60185,Female,Maths,3.8,1626845178712
60186,Natalie,Jones,kumar60186,Female,Maths,3.8,1626845178712
60187,Natalie,Jones,kumar60187,Female,Maths,3.8,1626845178712
60188,Natalie,Jones,kumar60188,Female,Maths,3.8,1626845178712
60189,Natalie,Jones,kumar60189,Female,Maths,3.8,1626845178712
60190,Natalie,Jones,kumar60190,Female,Maths,3.8,1626845178712
60191,Natalie,Jones,kumar60191,Female,Maths,3.8,1626845178712
60192,Natalie,Jones,kumar60192,Female,Maths,3.8,1626845178712
60193,Natalie,Jones,kumar60193,Female,Maths,3.8,1626845178712
60194,Natalie,Jones,kumar60194,Female,Maths,3.8,1626845178712
60195,Natalie,Jones,kumar60195,Female,Maths,3.8,1626845178712
60196,Natalie,Jones,kumar60196,Female,Maths,3.8,1626845178712
60197,Natalie,Jones,kumar60197,Female,Maths,3.8,1626845178712
60198,Natalie,Jones,kumar60198,Female,Maths,3.8,1626845178712
60199,Natalie,Jones,kumar60199,Female,Maths,3.8,1626845178712
60200,Natalie,Jones,kumar60200,Female,Maths,3.8,1626845178712
60201,Natalie,Jones,kumar60201,Female,Maths,3.8,1626845178712
60202,Natalie,Jones,kumar60202,Female,Maths,3.8,1626845178712
60203,Natalie,Jones,kumar60203,Female,Maths,3.8,1626845178712
60204,Natalie,Jones,kumar60204,Female,Maths,3.8,1626845178712
60205,Natalie,Jones,kumar60205,Female,Maths,3.8,1626845178712
60206,Natalie,Jones,kumar60206,Female,Maths,3.8,1626845178712
60207,Natalie,Jones,kumar60207,Female,Maths,3.8,1626845178712
60208,Natalie,Jones,kumar60208,Female,Maths,3.8,1626845178712
60209,Natalie,Jones,kumar60209,Female,Maths,3.8,1626845178712
60210,Natalie,Jones,kumar60210,Female,Maths,3.8,1626845178712
60211,Natalie,Jones,kumar60211,Female,Maths,3.8,1626845178712
60212,Natalie,Jones,kumar60212,Female,Maths,3.8,1626845178712
60213,Natalie,Jones,kumar60213,Female,Maths,3.8,1626845178712
60214,Natalie,Jones,kumar60214,Female,Maths,3.8,1626845178712
60215,Natalie,Jones,kumar60215,Female,Maths,3.8,1626845178712
60216,Natalie,Jones,kumar60216,Female,Maths,3.8,1626845178712
60217,Natalie,Jones,kumar60217,Female,Maths,3.8,1626845178712
60218,Natalie,Jones,kumar60218,Female,Maths,3.8,1626845178712
60219,Natalie,Jones,kumar60219,Female,Maths,3.8,1626845178712
60220,Natalie,Jones,kumar60220,Female,Maths,3.8,1626845178712
60221,Natalie,Jones,kumar60221,Female,Maths,3.8,1626845178712
60222,Natalie,Jones,kumar60222,Female,Maths,3.8,1626845178712
60223,Natalie,Jones,kumar60223,Female,Maths,3.8,1626845178712
60224,Natalie,Jones,kumar60224,Female,Maths,3.8,1626845178712
60225,Natalie,Jones,kumar60225,Female,Maths,3.8,1626845178712
60226,Natalie,Jones,kumar60226,Female,Maths,3.8,1626845178712
60227,Natalie,Jones,kumar60227,Female,Maths,3.8,1626845178712
60228,Natalie,Jones,kumar60228,Female,Maths,3.8,1626845178712
60229,Natalie,Jones,kumar60229,Female,Maths,3.8,1626845178712
60230,Natalie,Jones,kumar60230,Female,Maths,3.8,1626845178712
60231,Natalie,Jones,kumar60231,Female,Maths,3.8,1626845178712
60232,Natalie,Jones,kumar60232,Female,Maths,3.8,1626845178712
60233,Natalie,Jones,kumar60233,Female,Maths,3.8,1626845178712
60234,Natalie,Jones,kumar60234,Female,Maths,3.8,1626845178712
60235,Natalie,Jones,kumar60235,Female,Maths,3.8,1626845178712
60236,Natalie,Jones,kumar60236,Female,Maths,3.8,1626845178712
60237,Natalie,Jones,kumar60237,Female,Maths,3.8,1626845178712
60238,Natalie,Jones,kumar60238,Female,Maths,3.8,1626845178712
60239,Natalie,Jones,kumar60239,Female,Maths,3.8,1626845178712
60240,Natalie,Jones,kumar60240,Female,Maths,3.8,1626845178712
60241,Natalie,Jones,kumar60241,Female,Maths,3.8,1626845178712
60242,Natalie,Jones,kumar60242,Female,Maths,3.8,1626845178712
60243,Natalie,Jones,kumar60243,Female,Maths,3.8,1626845178712
60244,Natalie,Jones,kumar60244,Female,Maths,3.8,1626845178712
60245,Natalie,Jones,kumar60245,Female,Maths,3.8,1626845178712
60246,Natalie,Jones,kumar60246,Female,Maths,3.8,1626845178712
60247,Natalie,Jones,kumar60247,Female,Maths,3.8,1626845178712
60248,Natalie,Jones,kumar60248,Female,Maths,3.8,1626845178712
60249,Natalie,Jones,kumar60249,Female,Maths,3.8,1626845178712
60250,Natalie,Jones,kumar60250,Female,Maths,3.8,1626845178712
60251,Natalie,Jones,kumar60251,Female,Maths,3.8,1626845178712
60252,Natalie,Jones,kumar60252,Female,Maths,3.8,1626845178712
60253,Natalie,Jones,kumar60253,Female,Maths,3.8,1626845178712
60254,Natalie,Jones,kumar60254,Female,Maths,3.8,1626845178712
60255,Natalie,Jones,kumar60255,Female,Maths,3.8,1626845178712
60256,Natalie,Jones,kumar60256,Female,Maths,3.8,1626845178712
60257,Natalie,Jones,kumar60257,Female,Maths,3.8,1626845178712
60258,Natalie,Jones,kumar60258,Female,Maths,3.8,1626845178712
60259,Natalie,Jones,kumar60259,Female,Maths,3.8,1626845178712
60260,Natalie,Jones,kumar60260,Female,Maths,3.8,1626845178712
60261,Natalie,Jones,kumar60261,Female,Maths,3.8,1626845178712
60262,Natalie,Jones,kumar60262,Female,Maths,3.8,1626845178712
60263,Natalie,Jones,kumar60263,Female,Maths,3.8,1626845178712
60264,Natalie,Jones,kumar60264,Female,Maths,3.8,1626845178712
60265,Natalie,Jones,kumar60265,Female,Maths,3.8,1626845178712
60266,Natalie,Jones,kumar60266,Female,Maths,3.8,1626845178712
60267,Natalie,Jones,kumar60267,Female,Maths,3.8,1626845178712
60268,Natalie,Jones,kumar60268,Female,Maths,3.8,1626845178712
60269,Natalie,Jones,kumar60269,Female,Maths,3.8,1626845178712
60270,Natalie,Jones,kumar60270,Female,Maths,3.8,1626845178712
60271,Natalie,Jones,kumar60271,Female,Maths,3.8,1626845178712
60272,Natalie,Jones,kumar60272,Female,Maths,3.8,1626845178712
60273,Natalie,Jones,kumar60273,Female,Maths,3.8,1626845178712
60274,Natalie,Jones,kumar60274,Female,Maths,3.8,1626845178712
60275,Natalie,Jones,kumar60275,Female,Maths,3.8,1626845178712
60276,Natalie,Jones,kumar60276,Female,Maths,3.8,1626845178712
60277,Natalie,Jones,kumar60277,Female,Maths,3.8,1626845178712
60278,Natalie,Jones,kumar60278,Female,Maths,3.8,1626845178712
60279,Natalie,Jones,kumar60279,Female,Maths,3.8,1626845178712
60280,Natalie,Jones,kumar60280,Female,Maths,3.8,1626845178712
60281,Natalie,Jones,kumar60281,Female,Maths,3.8,1626845178712
60282,Natalie,Jones,kumar60282,Female,Maths,3.8,1626845178712
60283,Natalie,Jones,kumar60283,Female,Maths,3.8,1626845178712
60284,Natalie,Jones,kumar60284,Female,Maths,3.8,1626845178712
60285,Natalie,Jones,kumar60285,Female,Maths,3.8,1626845178712
60286,Natalie,Jones,kumar60286,Female,Maths,3.8,1626845178712
60287,Natalie,Jones,kumar60287,Female,Maths,3.8,1626845178712
60288,Natalie,Jones,kumar60288,Female,Maths,3.8,1626845178712
60289,Natalie,Jones,kumar60289,Female,Maths,3.8,1626845178712
60290,Natalie,Jones,kumar60290,Female,Maths,3.8,1626845178712
60291,Natalie,Jones,kumar60291,Female,Maths,3.8,1626845178712
60292,Natalie,Jones,kumar60292,Female,Maths,3.8,1626845178712
60293,Natalie,Jones,kumar60293,Female,Maths,3.8,1626845178712
60294,Natalie,Jones,kumar60294,Female,Maths,3.8,1626845178712
60295,Natalie,Jones,kumar60295,Female,Maths,3.8,1626845178712
60296,Natalie,Jones,kumar60296,Female,Maths,3.8,1626845178712
60297,Natalie,Jones,kumar60297,Female,Maths,3.8,1626845178712
60298,Natalie,Jones,kumar60298,Female,Maths,3.8,1626845178712
60299,Natalie,Jones,kumar60299,Female,Maths,3.8,1626845178712
60300,Natalie,Jones,kumar60300,Female,Maths,3.8,1626845178712
60301,Natalie,Jones,kumar60301,Female,Maths,3.8,1626845178712
60302,Natalie,Jones,kumar60302,Female,Maths,3.8,1626845178712
60303,Natalie,Jones,kumar60303,Female,Maths,3.8,1626845178712
60304,Natalie,Jones,kumar60304,Female,Maths,3.8,1626845178712
60305,Natalie,Jones,kumar60305,Female,Maths,3.8,1626845178712
60306,Natalie,Jones,kumar60306,Female,Maths,3.8,1626845178712
60307,Natalie,Jones,kumar60307,Female,Maths,3.8,1626845178712
60308,Natalie,Jones,kumar60308,Female,Maths,3.8,1626845178712
60309,Natalie,Jones,kumar60309,Female,Maths,3.8,1626845178712
60310,Natalie,Jones,kumar60310,Female,Maths,3.8,1626845178712
60311,Natalie,Jones,kumar60311,Female,Maths,3.8,1626845178712
60312,Natalie,Jones,kumar60312,Female,Maths,3.8,1626845178712
60313,Natalie,Jones,kumar60313,Female,Maths,3.8,1626845178712
60314,Natalie,Jones,kumar60314,Female,Maths,3.8,1626845178712
60315,Natalie,Jones,kumar60315,Female,Maths,3.8,1626845178712
60316,Natalie,Jones,kumar60316,Female,Maths,3.8,1626845178712
60317,Natalie,Jones,kumar60317,Female,Maths,3.8,1626845178712
60318,Natalie,Jones,kumar60318,Female,Maths,3.8,1626845178712
60319,Natalie,Jones,kumar60319,Female,Maths,3.8,1626845178712
60320,Natalie,Jones,kumar60320,Female,Maths,3.8,1626845178712
60321,Natalie,Jones,kumar60321,Female,Maths,3.8,1626845178712
60322,Natalie,Jones,kumar60322,Female,Maths,3.8,1626845178712
60323,Natalie,Jones,kumar60323,Female,Maths,3.8,1626845178712
60324,Natalie,Jones,kumar60324,Female,Maths,3.8,1626845178712
60325,Natalie,Jones,kumar60325,Female,Maths,3.8,1626845178712
60326,Natalie,Jones,kumar60326,Female,Maths,3.8,1626845178712
60327,Natalie,Jones,kumar60327,Female,Maths,3.8,1626845178712
60328,Natalie,Jones,kumar60328,Female,Maths,3.8,1626845178712
60329,Natalie,Jones,kumar60329,Female,Maths,3.8,1626845178712
60330,Natalie,Jones,kumar60330,Female,Maths,3.8,1626845178712
60331,Natalie,Jones,kumar60331,Female,Maths,3.8,1626845178712
60332,Natalie,Jones,kumar60332,Female,Maths,3.8,1626845178712
60333,Natalie,Jones,kumar60333,Female,Maths,3.8,1626845178712
60334,Natalie,Jones,kumar60334,Female,Maths,3.8,1626845178712
60335,Natalie,Jones,kumar60335,Female,Maths,3.8,1626845178712
60336,Natalie,Jones,kumar60336,Female,Maths,3.8,1626845178712
60337,Natalie,Jones,kumar60337,Female,Maths,3.8,1626845178712
60338,Natalie,Jones,kumar60338,Female,Maths,3.8,1626845178712
60339,Natalie,Jones,kumar60339,Female,Maths,3.8,1626845178712
60340,Natalie,Jones,kumar60340,Female,Maths,3.8,1626845178712
60341,Natalie,Jones,kumar60341,Female,Maths,3.8,1626845178712
60342,Natalie,Jones,kumar60342,Female,Maths,3.8,1626845178712
60343,Natalie,Jones,kumar60343,Female,Maths,3.8,1626845178712
60344,Natalie,Jones,kumar60344,Female,Maths,3.8,1626845178712
60345,Natalie,Jones,kumar60345,Female,Maths,3.8,1626845178712
60346,Natalie,Jones,kumar60346,Female,Maths,3.8,1626845178712
60347,Natalie,Jones,kumar60347,Female,Maths,3.8,1626845178712
60348,Natalie,Jones,kumar60348,Female,Maths,3.8,1626845178712
60349,Natalie,Jones,kumar60349,Female,Maths,3.8,1626845178712
60350,Natalie,Jones,kumar60350,Female,Maths,3.8,1626845178712
60351,Natalie,Jones,kumar60351,Female,Maths,3.8,1626845178712
60352,Natalie,Jones,kumar60352,Female,Maths,3.8,1626845178712
60353,Natalie,Jones,kumar60353,Female,Maths,3.8,1626845178712
60354,Natalie,Jones,kumar60354,Female,Maths,3.8,1626845178712
60355,Natalie,Jones,kumar60355,Female,Maths,3.8,1626845178712
60356,Natalie,Jones,kumar60356,Female,Maths,3.8,1626845178712
60357,Natalie,Jones,kumar60357,Female,Maths,3.8,1626845178712
60358,Natalie,Jones,kumar60358,Female,Maths,3.8,1626845178712
60359,Natalie,Jones,kumar60359,Female,Maths,3.8,1626845178712
60360,Natalie,Jones,kumar60360,Female,Maths,3.8,1626845178712
60361,Natalie,Jones,kumar60361,Female,Maths,3.8,1626845178712
60362,Natalie,Jones,kumar60362,Female,Maths,3.8,1626845178712
60363,Natalie,Jones,kumar60363,Female,Maths,3.8,1626845178712
60364,Natalie,Jones,kumar60364,Female,Maths,3.8,1626845178712
60365,Natalie,Jones,kumar60365,Female,Maths,3.8,1626845178712
60366,Natalie,Jones,kumar60366,Female,Maths,3.8,1626845178712
60367,Natalie,Jones,kumar60367,Female,Maths,3.8,1626845178712
60368,Natalie,Jones,kumar60368,Female,Maths,3.8,1626845178712
60369,Natalie,Jones,kumar60369,Female,Maths,3.8,1626845178712
60370,Natalie,Jones,kumar60370,Female,Maths,3.8,1626845178712
60371,Natalie,Jones,kumar60371,Female,Maths,3.8,1626845178712
60372,Natalie,Jones,kumar60372,Female,Maths,3.8,1626845178712
60373,Natalie,Jones,kumar60373,Female,Maths,3.8,1626845178712
60374,Natalie,Jones,kumar60374,Female,Maths,3.8,1626845178712
60375,Natalie,Jones,kumar60375,Female,Maths,3.8,1626845178712
60376,Natalie,Jones,kumar60376,Female,Maths,3.8,1626845178712
60377,Natalie,Jones,kumar60377,Female,Maths,3.8,1626845178712
60378,Natalie,Jones,kumar60378,Female,Maths,3.8,1626845178712
60379,Natalie,Jones,kumar60379,Female,Maths,3.8,1626845178712
60380,Natalie,Jones,kumar60380,Female,Maths,3.8,1626845178712
60381,Natalie,Jones,kumar60381,Female,Maths,3.8,1626845178712
60382,Natalie,Jones,kumar60382,Female,Maths,3.8,1626845178712
60383,Natalie,Jones,kumar60383,Female,Maths,3.8,1626845178712
60384,Natalie,Jones,kumar60384,Female,Maths,3.8,1626845178712
60385,Natalie,Jones,kumar60385,Female,Maths,3.8,1626845178712
60386,Natalie,Jones,kumar60386,Female,Maths,3.8,1626845178712
60387,Natalie,Jones,kumar60387,Female,Maths,3.8,1626845178712
60388,Natalie,Jones,kumar60388,Female,Maths,3.8,1626845178712
60389,Natalie,Jones,kumar60389,Female,Maths,3.8,1626845178712
60390,Natalie,Jones,kumar60390,Female,Maths,3.8,1626845178712
60391,Natalie,Jones,kumar60391,Female,Maths,3.8,1626845178712
60392,Natalie,Jones,kumar60392,Female,Maths,3.8,1626845178712
60393,Natalie,Jones,kumar60393,Female,Maths,3.8,1626845178712
60394,Natalie,Jones,kumar60394,Female,Maths,3.8,1626845178712
60395,Natalie,Jones,kumar60395,Female,Maths,3.8,1626845178712
60396,Natalie,Jones,kumar60396,Female,Maths,3.8,1626845178712
60397,Natalie,Jones,kumar60397,Female,Maths,3.8,1626845178712
